mol_id,smile,energy
11179412,[OH:4][C:2]([CH2:1][C:3]1=[CH:6][C:8]([C:10]([F:13])([F:14])[F:12])=[CH:11][CH:9]=[CH:7]1)=[O:5],-796.684139
11179413,[OH:4][C:2]([CH2:1][C:3]1=[CH:6][C:8]([CH3:10])=[CH:11][CH:9]=[CH:7]1)=[O:5],-499.0805317
11179416,[OH:4][C:2]([CH2:1][C:3]1=[C:6]([Cl:8])[CH:9]=[C:11]([Cl:12])[CH:10]=[CH:7]1)=[O:5],-345.5379195
11179418,[O:2]=[C:1]([C:4]1=[CH:7][CH:11]=[CH:15][CH:12]=[CH:8]1)[C:3]2=[CH:5][C:9]([CH:13]([CH3:17])[C:16]([OH:18])=[O:19])=[CH:14][CH:10]=[CH:6]2,-1187.551917
11179419,[CH3:3][C@@H:1]([C:4]1=[CH:7][C:9]([CH:12]=[CH:14][C:15]([O:16][CH3:17])=[CH:13]2)=[C:11]2[CH:10]=[CH:8]1)[C:2]([OH:5])=[O:6],-1111.398035
11179420,[F:2][C:1]([F:4])([C:5]1=[C:6]([CH2:8][C:11]([OH:13])=[O:14])[CH:9]=[CH:12][CH:10]=[CH:7]1)[F:3],-424.1126393
11179436,[OH:4][C:2]([CH2:1][C:3]1=[C:6]([C:8]([F:13])([F:14])[F:12])[CH:9]=[CH:15][CH:11]=[C:7]1[CH2:10]/[CH:16]=[CH:17]/[CH2:18][CH2:19][CH3:20])=[O:5],-1031.158172
10589081,[OH:7][C@H:4]([C:8]1=[CH:12][CH:17]=[C:23]([F:27])[CH:18]=[CH:13]1)[CH2:2][CH2:1][C@H:3]([C@:5]([C:10]2=[CH:15][CH:21]=[C:26](OS(C(F)(F)F)(=O)=O)[CH:22]=[CH:16]2)([H])[N:9]3[C:14]4=[CH:19][CH:24]=[C:28]([F:29])[CH:25]=[CH:20]4)[C:6]3=[O:11],-953.2226597
10589084,[O:1]=[C:2]1[CH2:4][C@:7]2([H])[O:12][CH2:18][CH:24]=[C:22]3[C@@:15]4([H])[C@:9]2([H])[C@:5]5([H])[N:3]1[C:6]6=[CH:11][CH:17]=[C:23](I)[CH:16]=[C:10]6[C@:8]57[C@@:13]([CH2:20]4)([H])[N:19]([CH2:25]3)[CH2:21][CH2:14]7,-1548.609255
10589097,[O:1]=[C:2]1[C:4]2=[CH:7][CH:11]=[CH:14][CH:10]=[C:6]2[O:8][CH:5]([C:9]3=[CH:12][CH:15]=[C:17](OS(C(F)(F)F)(=O)=O)[CH:16]=[CH:13]3)[CH2:3]1,-1204.725031
10589099,[O:8]=[C:4]([O:7][CH3:13])[C@@H:1]([NH:3][C:6]([O:11][C:16]([CH3:19])([CH3:20])[CH3:18])=[O:12])[CH2:2][C:5]1=[CH:9][CH:14]=[C:17](OS(C(F)(F)F)(=O)=O)[CH:15]=[CH:10]1,-953.2214086
10589101,[O:1]=[C:2]([N:3]([CH2:6][CH2:11][CH2:10]1)[C@:5]1([H])[C:9]2=[O:13])[C@@H:4]([NH:8]2)[CH2:7][C:12]3=[CH:14][CH:16]=[C:18](OS(C(F)(F)F)(=O)=O)[CH:17]=[CH:15]3,-1278.519978
10589102,[OH:2][C@@H:1]([C@@:4]1([H])[N@@:7]([CH2:13][CH2:19]2)[CH2:12][C@H:18]([CH:21]=[CH2:22])[C@@H:14]2[CH2:8]1)[C:3]3=[CH:6][CH:11]=[N:16][C:9]4=[C:5]3[CH:10]=[C:17](OS(C(F)(F)F)(=O)=O)[CH:20]=[CH:15]4,-953.2205177
10589105,[CH3:4][C:2]([O:1][C:3]1=[C:6]([O:8][C:11]([CH3:14])=[O:15])[CH:9]=[C:12](I)[C:10]([CH2:13][C@@H:16]([C:18]([O:20][CH3:24])=[O:21])[NH:17][C:19]([O:22][C:25]([CH3:27])([CH3:28])[CH3:26])=[O:23])=[CH:7]1)=[O:5],-1517.161537
10589106,[CH3:1][C@:2]12[CH2:4][CH2:8][C@@:11]3([H])[C@:6]([CH2:12][CH2:14][C:15]4=[CH:17][C:19](OS(C(F)(F)F)(=O)=O)=[CH:18][CH:16]=[C:13]34)([H])[C@:3]1([H])[CH2:7][CH2:10][C:5]2=[O:9],-953.2219565
10589113,[CH3:1][C@@:2]([C@@:3]1([H])[CH2:7][CH2:9]2)([CH2:5][CH2:10][C@@:11]3([H])[C@@:6]1([H])[CH2:12][CH2:15][C:18]4=[CH:23][C:29](OS(C(F)(F)F)(=O)=O)=[CH:24][CH:19]=[C:14]34)[C@H:4]2[O:8][C@H:13]([O:17][C@H:22]([CH2:28][O:34][C:40]([C:48]5=[CH:55][CH:62]=[CH:69][CH:63]=[CH:56]5)=[O:47])[C@@H:27]([O:33][C@H:39]([O:46][C@H:54]([CH2:61][O:68][C:75]([C:83]6=[CH:89][CH:94]=[CH:97][CH:95]=[CH:90]6)=[O:82])[C@H:60]([O:67][C:74]([C:81]7=[CH:87][CH:92]=[CH:96][CH:93]=[CH:88]7)=[O:80])[C@@H:53]8[O:59][C:66]([C:73]9=[CH:78][CH:85]=[CH:91][CH:86]=[CH:79]9)=[O:72])[C@@H:45]8[O:52][C:58]([C:65]%10=[CH:70][CH:76]=[CH:84][CH:77]=[CH:71]%10)=[O:64])[C@@H:21]%11[O:26][C:32]([C:38]%12=[CH:43][CH:50]=[CH:57][CH:51]=[CH:44]%12)=[O:37])[C@@H:16]%11[O:20][C:25]([C:31]%13=[CH:35][CH:41]=[CH:49][CH:42]=[CH:36]%13)=[O:30],-953.2215101
10965157,[CH3:14][Si:11]([CH3:15])([CH3:16])[CH2:7][CH2:4][O:2][CH2:1][N:3]1[CH:6]=[CH:10][C:8]2=[CH:12][CH:17]=[CH:13][CH:9]=[C:5]12,-232.0633458
10965159,[CH3:14][Si:11]([CH3:15])([CH3:16])[CH2:7][CH2:4][O:2][CH2:1][N:3]1[CH:6]=[CH:10][C:8]2=[CH:12][CH:17]=[C:13]([C:18]([O:19][CH3:21])=[O:20])[CH:9]=[C:5]12,-232.0633424
10965161,[CH3:14][Si:11]([CH3:15])([CH3:16])[CH2:7][CH2:4][O:2][CH2:1][N:3]1[CH:6]=[CH:10][C:8]2=[CH:12][CH:17]=[C:13]([O:18][CH3:19])[CH:9]=[C:5]12,-232.0633454
10965163,[N:2]1([C:4]2=[CH:9][CH:14]=[CH:16][CH:13]=[C:8]2[CH:10]=[CH:5]1)[CH2:1][C:3]3=[CH:6][CH:11]=[CH:15][CH:12]=[CH:7]3,-232.0633408
10965164,[CH3:4][O:2][CH2:1][N:3]1[CH:6]=[CH:9][C:7]2=[CH:10][CH:12]=[CH:11][CH:8]=[C:5]12,-232.0633463
10965165,[CH3:1][N:2]1[CH:4]=[CH:7][C:5]2=[CH:8][CH:10]=[CH:9][CH:6]=[C:3]12,-232.0633444
10965166,[O:2]=[S:1]([N:4]1[C:6]2=[CH:11][CH:16]=[CH:18][CH:15]=[C:10]2[CH:12]=[CH:7]1)([C:5]3=[CH:8][CH:13]=[C:17]([CH3:19])[CH:14]=[CH:9]3)=[O:3],-793.9933625
10965167,[CH3:4][O:2][CH2:1][N:3]1[CH:6]=[CH:9][C:7]2=[CH:10][C:12]([N:13](=[O:14])=[O:15])=[CH:11][CH:8]=[C:5]12,-232.0633458
10965168,[CH3:14][Si:11]([CH3:15])([CH3:16])[CH2:7][CH2:4][O:2][CH2:1][N:3]1[CH:6]=[CH:10][C:8]2=[CH:12][CH:17]=[C:13]([N:18](=[O:19])=[O:20])[CH:9]=[C:5]12,-232.0633443
10965170,[CH3:14][Si:11]([CH3:15])([CH3:16])[CH2:7][CH2:4][O:2][CH2:1][N:3]1[CH:6]=[CH:10][C:8]2=[CH:12][C:17]([N:18](=[O:19])=[O:20])=[CH:13][CH:9]=[C:5]12,-883.9209969
10965171,[CH3:14][Si:11]([CH3:15])([CH3:16])[CH2:7][CH2:4][O:2][CH2:1][N:3]1[CH:6]=[CH:10][C:8]2=[CH:12][C:17]([C:18]#[N:19])=[CH:13][CH:9]=[C:5]12,-1002.587216
10965172,[CH3:14][Si:11]([CH3:15])([CH3:16])[CH2:7][CH2:4][O:2][CH2:1][N:3]1[CH:6]=[CH:10][C:8]2=[CH:12][C:17]([CH:18]=[O:19])=[CH:13][CH:9]=[C:5]12,-792.7907764
10965173,[CH3:14][Si:11]([CH3:15])([CH3:16])[CH2:7][CH2:4][O:2][CH2:1][N:3]1[CH:6]=[CH:10][C:8]2=[CH:12][CH:17]=[CH:13][N:9]=[C:5]12,-232.0633424
10965174,[CH3:14][Si:11]([CH3:15])([CH3:16])[CH2:7][CH2:4][O:2][CH2:1][N:3]1[CH:6]=[CH:10][C:8]2=[CH:12][C:17]([O:18][CH3:19])=[CH:13][CH:9]=[C:5]12,-793.981057
10965175,[CH3:13][C:9]1=[C:5]2[N:3]([CH:6]=[CH:10][C:8]2=[CH:12][CH:18]=[CH:14]1)[CH2:1][O:2][CH2:4][CH2:7][Si:11]([CH3:16])([CH3:17])[CH3:15],-232.063345
10965176,[CH3:14][Si:11]([CH3:15])([CH3:16])[CH2:7][CH2:4][O:2][CH2:1][N:3]1[CH:6]=[CH:10][C:8]2=[CH:12][C:17]([C:18]#[N:19])=[CH:13][CH:9]=[C:5]12,-310.6402736
10965177,[CH3:14][Si:11]([CH3:15])([CH3:16])[CH2:7][CH2:4][O:2][CH2:1][N:3]1[CH:6]=[CH:10][C:8]2=[CH:12][CH:17]=[C:13]([N:18](=[O:19])=[O:20])[CH:9]=[C:5]12,-310.6402736
10965179,[CH3:14][Si:11]([CH3:15])([CH3:16])[CH2:7][CH2:4][O:2][CH2:1][N:3]1[CH:6]=[CH:10][C:8]2=[CH:12][CH:17]=[C:13]([N:18](=[O:19])=[O:20])[CH:9]=[C:5]12,-310.6401196
10965181,[CH3:14][Si:11]([CH3:15])([CH3:16])[CH2:7][CH2:4][O:2][CH2:1][N:3]1[CH:6]=[CH:10][C:8]2=[CH:12][CH:17]=[C:13]([N:18](=[O:19])=[O:20])[CH:9]=[C:5]12,-460.9470439
10965182,[CH3:14][Si:11]([CH3:15])([CH3:16])[CH2:7][CH2:4][O:2][CH2:1][N:3]1[CH:6]=[CH:10][C:8]2=[CH:12][CH:17]=[C:13]([N:18](=[O:19])=[O:20])[CH:9]=[C:5]12,-260.8054774
10965183,[CH3:14][Si:11]([CH3:15])([CH3:16])[CH2:7][CH2:4][O:2][CH2:1][N:3]1[CH:6]=[CH:10][C:8]2=[CH:12][CH:17]=[C:13]([N:18](=[O:19])=[O:20])[CH:9]=[C:5]12,-728.0137197
11222989,OB([C:1]1=[CH:2][CH:4]=[C:6]([CH3:7])[CH:5]=[CH:3]1)O,-651.3375353
11673631,[O:1]=[C:2]([CH:4]=[CH:6]1)[CH:3]=[CH:5][C:7]1=[O:8],-381.1720249
11673632,OB([C:1]1=[CH:2][C:4]([CH3:6])=[CH:7][CH:5]=[CH:3]1)O,-651.3371066
11673633,OB([C:1]1=[C:2]([CH3:4])[CH:5]=[CH:7][CH:6]=[CH:3]1)O,-651.3344455
11673634,OB([C:1]1=[C:2]([CH3:4])[CH:5]=[CH:7][C:6]([CH3:8])=[CH:3]1)O,-381.172025
11673635,OB([C:1]1=[CH:2][C:4]([CH3:6])=[C:7]([CH3:8])[CH:5]=[CH:3]1)O,-690.6267041
11673636,[CH3:2][C:1]([CH3:4])([C:5]1=[CH:6][CH:8]=[C:10](B(O)O)[CH:9]=[CH:7]1)[CH3:3],-381.1720239
11673637,OB([C:1]1=[CH:2][CH:4]=[C:6]([CH2:7][CH2:8][CH3:9])[CH:5]=[CH:3]1)O,-381.1720247
11673638,OB([C:1]1=[CH:2][CH:4]=[C:6]([F:7])[CH:5]=[CH:3]1)O,-711.2471272
11673639,OB([C:1]1=[C:2]([Cl:4])[CH:5]=[CH:7][CH:6]=[CH:3]1)O,-626.4172159
11673640,OB([C:1]1=[CH:2][C:4]([Br:6])=[CH:7][CH:5]=[CH:3]1)O,-624.6353435
11673641,OB([C:1]1=[CH:2][CH:4]=[C:6]([I:7])[CH:5]=[CH:3]1)O,-622.852842
11673642,[CH3:4][CH2:2][O:1][C:3]1=[C:5]([Cl:7])[CH:8]=[C:10](B(O)O)[CH:9]=[CH:6]1,-780.1539835
11673643,[CH3:4][CH:2]([CH3:5])[O:1][C:3]1=[C:6]([Cl:8])[CH:9]=[C:11](B(O)O)[CH:10]=[CH:7]1,-819.4427427
11673644,[CH3:2][O:1][C:3]1=[C:4](B(O)O)[CH:6]=[CH:8][CH:7]=[CH:5]1,-726.4918415
11673645,OB([C:1]1=[CH:2][CH:4]=[C:6]([O:7][CH3:8])[CH:5]=[CH:3]1)O,-726.4964678
11673646,[CH3:2][O:1][C:3]1=[C:4]([O:6][CH3:9])[CH:7]=[CH:10][C:8](B(O)O)=[CH:5]1,-840.9361174
11673647,OB(O)[C:12]1=[CH:8][CH:4]=[C:2]([CH:5]=[CH:9]1)[O:1][C:3]2=[CH:6][CH:10]=[CH:13][CH:11]=[CH:7]2,-381.172025
11673648,[CH3:10][CH2:7][CH2:4][CH2:2][O:1][C:3]1=[CH:5][C:8](B(O)O)=[CH:11][CH:9]=[CH:6]1,-844.3505014
11673649,[F:2][C:1]([F:4])([C:5]1=[C:6](B(O)O)[CH:8]=[CH:10][C:9]([O:11][CH3:12])=[CH:7]1)[F:3],-381.1720252
11673650,OB([C:1]1=[CH:3][CH:5]=[C:6]2[C:4]([O:7][CH2:9][CH2:10][O:8]2)=[CH:2]1)O,-839.7374214
11673651,OB([C:1]1=[CH:2][C:4]([C:6]#[N:8])=[CH:7][CH:5]=[CH:3]1)O,-704.2103173
11673653,[CH3:2][S:1](=[O:3])([C:5]1=[CH:6][CH:8]=[C:10](B(O)O)[CH:9]=[CH:7]1)=[O:4],-811.6553816
11673655,OB([C:1]1=[CH:2][CH:4]=[C:6]([N:7](=[O:8])=[O:9])[CH:5]=[CH:3]1)O,-816.4233435
11673656,OB([C:1]1=[CH:2][CH:4]=[C:6]([C:7]([CH3:8])=[O:9])[CH:5]=[CH:3]1)O,-764.5879992
11673657,[CH3:2][Si:1]([CH3:4])([C:5]1=[CH:6][CH:8]=[C:10](B(O)O)[CH:9]=[CH:7]1)[CH3:3],-735.0464992
11673658,OB([C:1]1=[CH:3][CH:5]=[CH:6][C:4]([C:7]2=[CH:8][CH:10]=[CH:12][CH:11]=[CH:9]2)=[CH:2]1)O,-842.9242244
11673659,OB([C:1]1=[CH:3][CH:6]=[CH:7][C:4]2=[C:2]1[CH:5]=[CH:9][CH:10]=[CH:8]2)O,-765.5675152
11673660,OB(O)[CH2:1][CH2:2][CH2:3][CH3:4],-381.1720248
11673661,[CH3:3][CH:1]([CH2:2][CH3:4])B(O)O,-538.317175
11673662,OB(O)[CH2:2][CH2:1][C:3]1=[CH:4][CH:6]=[CH:8][CH:7]=[CH:5]1,-486.541835
11673663,OB([CH:1]1[CH2:2][CH2:4][CH2:5][CH2:3]1)O,-381.1720249
11673664,OB([CH:1]1[CH2:2][CH2:4][CH2:6][CH2:5][CH2:3]1)O,-381.1720249
11673665,OB([C:1]1=[C:2]([C:4]([F:8])([F:9])[F:7])[CH:5]=[CH:10][C:6]([C:11]([F:13])([F:14])[F:12])=[CH:3]1)O,-381.1720249
11673667,OB([C:1]1=[CH:2][CH:4]=[C:6]([CH3:7])[CH:5]=[CH:3]1)O,-729.9191469
11673668,OB([C:1]1=[CH:2][CH:4]=[C:6]([CH3:7])[CH:5]=[CH:3]1)O,-459.7584483
11673669,OB([C:1]1=[CH:2][CH:4]=[C:6]([CH3:7])[CH:5]=[CH:3]1)O,-610.0679734
11673670,OB([C:1]1=[CH:2][CH:4]=[C:6]([CH3:7])[CH:5]=[CH:3]1)O,-409.90765
11673671,OB([C:1]1=[CH:2][CH:4]=[C:6]([CH3:7])[CH:5]=[CH:3]1)O,-680.0712931
11673672,OB([C:1]1=[CH:2][CH:4]=[C:6]([CH3:7])[CH:5]=[CH:3]1)O,-534.7132662
11673674,OB([C:1]1=[CH:2][CH:4]=[C:6]([CH3:7])[CH:5]=[CH:3]1)O,-534.7015004
11673675,OB([C:1]1=[CH:2][CH:4]=[C:6]([CH3:7])[CH:5]=[CH:3]1)O,-649.34852
11673676,[CH3:1][C@@:2]([C@@:3]1([H])[CH2:7][CH2:10]2)([CH2:4][CH2:8][C@@:11]3([H])[C@@:6]1([H])[CH2:12][CH2:14][C:15]4=[CH:17][C:19](B(O)O)=[CH:18][CH:16]=[C:13]34)[C:5]2=[O:9],-381.172025
11673677,[O:1]=[C:2]([CH:5]=[CH:6]1)[CH:3]=[CH:4][C:7]1=[O:8],-381.1720245
11673678,OB([C:1]1=[CH:2][CH:4]=[C:6]([CH3:7])[CH:5]=[CH:3]1)O,-765.7850995
11829089,O=S(O[C:1]1=[CH:2][CH:4]=[CH:6][CH:5]=[N:3]1)(C2=CC=C(C)C=C2)=O,-652.3799469
11829090,O=S(O[C:1]1=[CH:3][CH:5]=[CH:7][C:4]([CH3:6])=[N:2]1)(C2=CC=C(C)C=C2)=O,-691.6715556
11829091,O=S(O[C:1]1=[C:2]([CH3:4])[CH:5]=[CH:7][CH:6]=[N:3]1)(C2=CC=C(C)C=C2)=O,-691.6664862
11829092,O=S(O[C:1]1=[CH:2][CH:4]=[C:6]([Cl:7])[CH:5]=[N:3]1)(C2=CC=C(C)C=C2)=O,-666.7511502
11829093,O=S(O[C:1]1=[CH:2][CH:4]=[C:6]([C:7]([F:9])([F:10])[F:8])[CH:5]=[N:3]1)(C2=CC=C(C)C=C2)=O,-989.2675707
11829094,O=S(O[C:1]1=[CH:2][CH:4]=[C:6]([C:7]([F:9])([F:10])[F:8])[CH:5]=[N:3]1)(C2=CC=C(C)C=C2)=O,-1023.716503
11829095,O=S(O[C:1]1=[N:3][C:5]([CH3:8])=[N:7][C:4]([CH3:6])=[CH:2]1)(C2=CC=C(C)C=C2)=O,-745.7826199
11829096,O=S(O[C:1]1=[CH:2][CH:4]=[CH:6][CH:5]=[N:3]1)(C2=CC=C(C)C=C2)=O,-594.8237452
11829098,O=S(O[C:1]1=[CH:2][CH:4]=[CH:6][CH:5]=[N:3]1)(C2=CC=C(C)C=C2)=O,-573.7653402
11829099,O=S(O[C:1]1=[CH:2][CH:4]=[CH:6][CH:5]=[N:3]1)(C2=CC=C(C)C=C2)=O,-879.8449506
11829100,O=S(O[C:1]1=[CH:2][CH:4]=[CH:6][CH:5]=[N:3]1)(C2=CC=C(C)C=C2)=O,-1318.844193
11829101,O=S(O[C:1]1=[CH:2][CH:4]=[CH:6][CH:5]=[N:3]1)(C2=CC=C(C)C=C2)=O,-1277.050606
11829102,O=S(O[C:1]1=[CH:2][CH:4]=[CH:6][CH:5]=[N:3]1)(C2=CC=C(C)C=C2)=O,-647.5499708
11829103,O=S(O[C:1]1=[CH:3][CH:5]=[CH:7][C:4]([CH3:6])=[N:2]1)(C2=CC=C(C)C=C2)=O,-786.0406978
11829106,O=S(O[C:1]1=[CH:3][CH:5]=[CH:7][C:4]([O:6][C:8]2=[CH:9][C:11]([C:13]([F:16])([F:17])[F:15])=[CH:14][CH:12]=[CH:10]2)=[N:2]1)(C3=CC=C(C)C=C3)=O,-1389.680981
11829107,O=S(O[C:1]1=[CH:2][CH:4]=[C:6]([Cl:7])[CH:5]=[N:3]1)(C2=CC=C(C)C=C2)=O,-535.9776195
11829112,[CH3:1][C:2]1([C:3]2=[CH:6][CH:10]=[CH:13][CH:9]=[C:5]2[C:7]3=[CH:11][CH:14]=[CH:12][CH:8]=[C:4]13)O,-540.3080585
11829113,[CH2:1]=[C:2]1[C:3]2=[CH:6][CH:10]=[CH:13][CH:9]=[C:5]2[C:7]3=[CH:11][CH:14]=[CH:12][CH:8]=[C:4]13,-539.0845701
11829128,Br[C:1]1=[CH:3][CH:5]=[C:6]2[C:4]([O:7][CH2:9][CH2:10][O:8]2)=[CH:2]1,-823.5408042
11829131,[NH2:4][CH2:2][CH2:1][C:3]1=[C:5](Br)[CH:7]=[CH:9][CH:8]=[CH:6]1,-378.529819
11829132,Br[C:4]1=[C:2]([CH:5]=[CH:9][C:13]([Cl:15])=[CH:8]1)[O:1][C:3]2=[C:6]([NH2:10])[CH:11]=[CH:14][CH:12]=[CH:7]2,-719.8455113
11829137,Br[C:1]1=[CH:3][CH:5]=[C:6]2[C:4]([O:7][CH2:9][CH2:10][O:8]2)=[CH:2]1,-823.5406901
11829140,[NH2:4][CH2:2][CH2:1][C:3]1=[C:5](Br)[CH:7]=[CH:9][CH:8]=[CH:6]1,-478.0166993
11829141,Br[C:4]1=[C:2]([CH:5]=[CH:9][C:13]([Cl:15])=[CH:8]1)[O:1][C:3]2=[C:6]([NH2:10])[CH:11]=[CH:14][CH:12]=[CH:7]2,-719.8455112
13653785,[O:3]=[C:1]([C:4]1=[CH:6][CH:10]=[CH:13][CH:11]=[N:7]1)[NH:2][CH:5]([CH3:9])[CH2:8][CH3:12],-688.2557558
13653789,[O:3]=[C:1]([C:4]1=[CH:6][CH:10]=[CH:13][CH:11]=[N:7]1)[NH:2][CH:5]([CH3:9])[CH2:8][CH3:12],-271.5576244
13653790,[O:3]=[C:1]([C:4]1=[CH:6][CH:10]=[CH:13][CH:11]=[N:7]1)[NH:2][CH:5]([CH3:9])[CH2:8][CH3:12],-194.2236574
13653791,[O:3]=[C:1]([C:4]1=[CH:6][CH:10]=[CH:13][CH:11]=[N:7]1)[NH:2][CH:5]([CH3:9])[CH2:8][CH3:12],-233.5065812
13653792,[O:3]=[C:1]([C:4]1=[CH:6][CH:10]=[CH:13][CH:11]=[N:7]1)[NH:2][CH:5]([CH3:9])[CH2:8][CH3:12],-310.866496
13653798,[O:7]=[C:3]([O:6][CH3:12])[C@H:1]([CH:4]([CH3:9])[CH3:8])[NH:2][C:5]([C:11]1=[CH:13][CH:15]=[CH:17][CH:16]=[N:14]1)=[O:10],-115.6449356
13653800,[CH3:6][CH2:3][CH:1]([C:4]1=[C:7]([O:11][CH3:17])[CH:12]=[CH:18][CH:14]=[C:8]1[O:13][CH3:19])[NH:2][C:5]([C:10]2=[CH:15][CH:20]=[CH:22][CH:21]=[N:16]2)=[O:9],-115.6449356
13653805,[O:7]=[C:4]([C:8]1=[CH:12][CH:16]=[CH:18][CH:17]=[N:13]1)[NH:2][CH2:1][C:3]2=[C:5]([O:9][CH3:14])[CH:10]=[CH:15][CH:11]=[CH:6]2,-915.7195192
13653806,[O:7]=[C:4]([C:8]1=[CH:12][CH:16]=[CH:18][CH:17]=[N:13]1)[NH:2][CH2:1][C:3]2=[C:5]([O:9][CH3:14])[CH:10]=[CH:15][CH:11]=[CH:6]2,-452.5363069
13653807,[O:7]=[C:4]([C:8]1=[CH:12][CH:16]=[CH:18][CH:17]=[N:13]1)[NH:2][CH2:1][C:3]2=[C:5]([O:9][CH3:14])[CH:10]=[CH:15][CH:11]=[CH:6]2,-801.276072
13653808,[O:7]=[C:4]([C:8]1=[CH:12][CH:16]=[CH:18][CH:17]=[N:13]1)[NH:2][CH2:1][C:3]2=[C:5]([O:9][CH3:14])[CH:10]=[CH:15][CH:11]=[CH:6]2,-310.8664958
13653809,[O:7]=[C:4]([C:8]1=[CH:12][CH:15]=[CH:17][CH:16]=[N:13]1)[NH:2][CH2:1][C:3]2=[C:5]([Cl:9])[CH:10]=[CH:14][CH:11]=[CH:6]2,-115.6449356
13653810,[CH3:6][CH2:3][CH:1]([C:4]1=[CH:7][CH:11]=[CH:15][CH:12]=[CH:8]1)[NH:2][C:5]([C:10]2=[CH:13][CH:16]=[CH:18][CH:17]=[N:14]2)=[O:9],-765.3996961
13653813,[O:11]=[C:7]([C:12]1=[CH:15][CH:17]=[CH:19][CH:18]=[N:16]1)[NH:4][CH2:2][CH2:1][C:3]2=[C:5]([O:8][CH3:13])[CH:9]=[CH:14][CH:10]=[CH:6]2,-115.6449356
13653815,[O:8]=[C:4]([O:7][CH3:13])[C@@H:1]([NH:3][C:6]([C:12]1=[CH:16][CH:19]=[CH:21][CH:20]=[N:17]1)=[O:11])[CH2:2][C:5]2=[CH:9][CH:14]=[CH:18][CH:15]=[CH:10]2,-115.6449356
13731307,BrC1=C(N2N=C3N([C@@]4([H])C5=CC=CC=C5C[C@@]4([H])OC3)/C2=[C:1]6[N:2]([C:5]7=[CH:9][CH:13]=[CH:16][CH:14]=[CH:10]7)[CH2:4][CH2:8][C:6]8=[CH:11][CH:15]=[CH:12][CH:7]=[C:3]/68)C(Br)=CC(Br)=C1,-1605.105192
14505384,OC([C:3]1([CH2:5][CH2:8][CH2:11][CH2:9][CH2:6]1)[CH2:1][CH2:2][CH2:4][O:7][CH3:10])=O,-739.2174432
14505396,OC([CH:1]([CH2:3][CH2:5][O:8][CH2:11][CH3:13])[CH2:2][C:4]1=[CH:6][CH:9]=[CH:12][CH:10]=[CH:7]1)=O,-977.7087142
14505406,OC([C:3]1([CH2:5][CH2:8][CH2:11][CH2:9][CH2:6]1)[CH2:1][CH2:2][CH2:4][O:7][CH3:10])=O,-867.0439429
14505413,[CH3:7][CH:4]([CH3:8])[Si:3]([CH:5]([CH3:10])[CH3:9])([CH:6]([CH3:12])[CH3:11])[C:2]#[C:1]I(C1=CC=CC=C12)OC2=O,-768.2617621
14505416,OC([CH:2]([CH2:4][CH3:7])[CH2:1][C:3]1=[CH:5][CH:8]=[C:10]([C:11]([OH:12])=[O:13])[CH:9]=[CH:6]1)=O,-766.0981858
15519376,[CH:14]#[C:13][C:15]1=[CH:16][CH:18]=[C:20]([CH3:21])[CH:19]=[CH:17]1,-478.9597747
15519420,OB([C:1]1=[C:2]([2H])[C:4]([2H])=[C:6]([2H])[C:5]([2H])=[C:3]1[2H])O,-478.9597747
17678200,[O:5]=[C:2]([O:4][CH2:7][CH3:8])[CH2:1][C@@H:3]([CH3:6])Br,-398.6508794
17678201,[O:5]=[C:2]([O:4][CH2:7][CH3:8])[CH2:1][CH:3]([CH3:6])Br,-398.6509926
18076326,[O:5]=[C:2]([C:4]([CH3:9])([CH3:10])[CH3:8])[O:1][C:3]1=[CH:6][C:11]([CH:14]=[CH:16][C:17](Br)=[CH:15]2)=[C:13]2[CH:12]=[CH:7]1,-962.03292
18076578,O=C(C(C)(C)C)O[C:1]1=[CH:3][CH:6]=[CH:8][C:4]2=[C:2]1[CH:5]=[CH:9][C:10]([C:11]([O:12][CH3:14])=[O:13])=[CH:7]2,-844.1808563
18076742,O=C(C(C)(C)C)O[CH2:1][C:2]1=[CH:3][C:5]([CH:8]=[CH:10][CH:11]=[CH:9]2)=[C:7]2[CH:6]=[CH:4]1,-770.4460039
18076750,CC(O[CH2:1][C:2]1=[CH:3][C:5]([CH:8]=[CH:10][CH:11]=[CH:9]2)=[C:7]2[CH:6]=[CH:4]1)=O,-652.5926053
18076752,O=C(C1=CC=CC=C1)O[CH2:1][C:2]2=[CH:3][C:5]([CH:8]=[CH:10][CH:11]=[CH:9]3)=[C:7]3[CH:6]=[CH:4]2,-844.1776119
18076756,O=C(N(CC)CC)O[CH2:1][C:2]1=[CH:3][C:5]([CH:8]=[CH:10][CH:11]=[CH:9]2)=[C:7]2[CH:6]=[CH:4]1,-825.7631995
18076757,O=C(C1(C[C@H](C2)C3)C[C@H]3C[C@H]2C1)O[CH2:1][C:2]4=[CH:3][C:5]([CH:8]=[CH:10][CH:11]=[CH:9]5)=[C:7]5[CH:6]=[CH:4]4,-1002.529675
18076761,CC(O[CH2:1][C:2]1=[C:4]([CH:8]=[CH:13][CH:15]=[CH:12]2)[C:7]2=[CH:9][C:5]3=[C:3]1[CH:6]=[CH:11][CH:14]=[CH:10]3)=O,-806.1056686
18076768,CC(O[CH2:1][C:2]1=[CH:3][C:5]([CH:9]=[CH:12][CH:13]=[CH:11]2)=[C:8]2[CH:7]=[C:4]1[O:6][CH3:10])=O,-767.0388819
