mol_id,smile,energy
7768102,[O:4]=[S:2]([N:1]([C:3]1=[C:7](Br)[CH:11]=[CH:15][CH:12]=[CH:8]1)S(=O)(C2=CC(C=CC=C3)=C3C=C2)=O)([C:6]4=[CH:9][C:13]([CH:17]=[CH:19][CH:20]=[CH:18]5)=[C:16]5[CH:14]=[CH:10]4)=[O:5],-830.8830501
7768103,Br[C:2]([CH2:1][N:3]([C@:5]([C:8]1=[CH:13][N:21]([S:27](=[O:29])([C:31]2=[CH:32][CH:34]=[CH:36][CH:35]=[CH:33]2)=[O:30])[C:19]3=[CH:25][CH:28]=[CH:26][CH:20]=[C:12]13)([H])[C@:7]([C:11]([N:18]4[CH3:24])=[O:17])([H])[C@@:10]5([H])[C:16]4=[O:23])[C@H:6]5[C:9]([O:14][CH3:22])=[O:15])=[CH2:4],-1642.793003
7768104,Br[C:2]([CH2:1][N:3]([C@:5]([C:8]1=[CH:13][N:21]([S:27](=[O:29])([C:31]2=[CH:32][CH:34]=[CH:36][CH:35]=[CH:33]2)=[O:30])[C:19]3=[CH:25][CH:28]=[CH:26][CH:20]=[C:12]13)([H])[C@@:7]([C:11]([N:18]4[CH3:24])=[O:17])([H])[C@:10]5([H])[C:16]4=[O:23])[C@H:6]5[C:9]([O:14][CH3:22])=[O:15])=[CH2:4],-1642.790177
7768105,Br[C:7]1=[C:3]([CH:8]=[CH:15][CH:22]=[CH:14]1)[CH2:1][C:2]2([CH2:4][C:9]3=[C:16](Br)[CH:23]=[CH:27][CH:24]=[CH:17]3)[C:5]4=[CH:11][CH:19]=[CH:25][CH:18]=[C:10]4[C:12]5=[CH:20][CH:26]=[CH:21][CH:13]=[C:6]25,-1066.514898
7768106,Br[C:8]1=[CH:15][CH:23]=[C:14]([O:22][CH3:28])[CH:7]=[C:3]1[CH2:1][C:2]2([CH2:4][C:9]3=[CH:16][C:24]([O:29][CH3:31])=[CH:30][CH:25]=[C:17]3Br)[C:5]4=[CH:11][CH:19]=[CH:26][CH:18]=[C:10]4[C:12]5=[CH:20][CH:27]=[CH:21][CH:13]=[C:6]25,-1295.407892
7768107,Br[C:8]1=[CH:15][CH:23]=[C:14]([O:22][CH3:28])[CH:7]=[C:3]1[CH2:1][C:2]2([CH2:4][C:9]3=[C:16](Br)[CH:24]=[CH:29][CH:25]=[CH:17]3)[C:5]4=[CH:11][CH:19]=[CH:26][CH:18]=[C:10]4[C:12]5=[CH:20][CH:27]=[CH:21][CH:13]=[C:6]25,-1180.959098
7768108,Br[C:8]1=[CH:15][CH:23]=[C:14]([N:22](=[O:28])=[O:29])[CH:7]=[C:3]1[CH2:1][C:2]2([CH2:4][C:9]3=[C:16](Br)[CH:24]=[CH:30][CH:25]=[CH:17]3)[C:5]4=[CH:11][CH:19]=[CH:26][CH:18]=[C:10]4[C:12]5=[CH:20][CH:27]=[CH:21][CH:13]=[C:6]25,-1270.892118
7768110,Br[C:8]1=[CH:15][CH:23]=[C:14]([N:22](=[O:29])=[O:30])[CH:7]=[C:3]1[CH2:1][C:2]2([CH2:4][C:9]3=[C:16]([Br:24])[CH:25]=[CH:31][CH:26]=[CH:17]3)[C:5]4=[CH:11][CH:19]=[CH:27][CH:18]=[C:10]4[C:12]5=[CH:20][CH:28]=[CH:21][CH:13]=[C:6]25,-1270.891119
7768111,Br[C:8]1=[CH:15][CH:23]=[C:14]([N:22](=[O:29])=[O:30])[CH:7]=[C:3]1[CH2:1][C:2]2([CH2:4][C:9]3=[CH:16][C:24]([O:31][CH3:33])=[CH:32][CH:26]=[C:17]3[Br:25])[C:5]4=[CH:11][CH:19]=[CH:27][CH:18]=[C:10]4[C:12]5=[CH:20][CH:28]=[CH:21][CH:13]=[C:6]25,-1385.34211
7768112,Br[C:7]1=[C:3]([CH:8]=[CH:15][CH:23]=[CH:14]1)[CH2:1][C:2]([CH2:4][C:9]2=[C:16](Br)[CH:24]=[CH:29][CH:25]=[CH:17]2)([C:6]3=[CH:13][CH:22]=[CH:28][CH:21]=[C:12]34)[C:5]5=[CH:11][CH:20]=[CH:27][CH:19]=[C:10]5[C:18]4=[O:26],-1179.769047
7768115,[CH3:2][O:1][C:3]1=[CH:5][C:8]([C:13]([O:16][C:18]2=[C:19]([C@@H:22]3[CH3:26])[C:21]([CH2:24][C@H:28]([CH3:30])[N:27]3[CH2:29][C:31]4=[CH:32][CH:34]=[CH:36][CH:35]=[CH:33]4)=[CH:25][CH:23]=[CH:20]2)=[O:17])=[C:9](Br)[C:6]5=[C:4]1[C:7]([O:11][CH3:15])=[CH:12][CH:14]=[CH:10]5,-1553.24319
7768116,[CH3:2][O:1][C:3]1=[CH:5][C:8]([C:13]([O:16][C:18]2=[C:19]([C@@H:22]3[CH3:26])[C:21]([CH2:24][C@H:29]([CH3:32])[N:27]3[CH2:30][C:33]4=[CH:34][CH:36]=[CH:38][CH:37]=[CH:35]4)=[CH:25][C:23]([O:28][CH3:31])=[CH:20]2)=[O:17])=[C:9](Br)[C:6]5=[C:4]1[C:7]([O:11][CH3:15])=[CH:12][CH:14]=[CH:10]5,-1667.679706
7768117,[CH3:4][CH:2]([CH3:5])[O:1][C:3]([CH:7]=[C:10]([O:15][C:18]([C:22]1=[CH:25][C:29]([O:32][CH:34]([CH3:36])[CH3:35])=[CH:33][CH:30]=[C:26]1Br)=[O:21])[CH:11]=[C:8]2[CH2:12][C@@H:16]([CH3:19])[N:14]3[CH2:17][C:20]4=[CH:23][CH:27]=[CH:31][CH:28]=[CH:24]4)=[C:6]2[C@H:9]3[CH3:13],-1556.889375
7768123,[CH3:2][O:1][C:3]1=[CH:5][C:8]([CH2:13][O:16][C:19]2=[C:20]([C@H:23]3[CH3:27])[C:22]([CH2:25][C@@H:29]([CH3:31])[N:28]3[CH2:30][C:32]4=[CH:33][CH:35]=[CH:37][CH:36]=[CH:34]4)=[CH:26][CH:24]=[CH:21]2)=[C:9](Br)[C:6]5=[C:4]1[C:7]([O:11][CH:15]([CH3:18])[CH3:17])=[CH:12][CH:14]=[CH:10]5,-1557.82979
7768124,[CH3:1][C@@:2]1([C:3]2=[C:6]([O:12][CH3:15])[C:13]([O:16][CH3:19])=[C:17](Br)[C:14]([C:18]([O:20][C:22]3=[C:23]([O:25][CH3:28])[C:26]([C@@:30]4([C:33]([CH3:35])([CH3:36])[CH2:37][CH2:38][CH2:34]4)[CH3:32])=[CH:29][C:27]([CH3:31])=[CH:24]3)=[O:21])=[CH:7]2)[C:4]([CH3:8])([CH3:9])[CH2:10][CH2:11][CH2:5]1,-1672.665009
7768125,Br[C:1]1=[C:2]2[O:4][C:8]([C:13]3=[CH:17][CH:26]=[CH:37][CH:27]=[CH:18]3)([C:14]4=[CH:19][CH:28]=[CH:38][CH:29]=[CH:20]4)[O:9][C:5]2=[C:10]([C@:15]5([CH2:22][CH2:30][CH2:33][C:23]5([CH3:32])[CH3:31])[CH3:21])[CH:7]=[C:3]1[C:6]([O:11][C:16]6=[C:24]([O:34][CH3:39])[C:35]([C@:41]7([CH2:44][CH2:46][CH2:49][C:45]7([CH3:48])[CH3:47])[CH3:43])=[CH:40][C:36]([CH3:42])=[CH:25]6)=[O:12],-2080.161049
7768129,Br[C:6]1=[C:3]([CH:7]=[CH:13][C:19]2=[C:12]1[CH:20]=[CH:28][CH:35]=[CH:27]2)[CH2:1][C@@H:2]3[C:5]4=[CH:11][CH:18]=[CH:26][CH:17]=[C:10]4[C:9]5=[C:4]3[C:8]([C:15]6=[CH:24][CH:32]=[CH:38][CH:31]=[C:23]6[C@H:22]7[CH2:30][C:37]8=[C:42](Br)[C:47]([CH:52]=[CH:56][CH:59]=[CH:55]9)=[C:51]9[CH:48]=[CH:43]8)=[C:14]7[C:21]([C:29]%10=[CH:36][CH:41]=[CH:46][CH:40]=[C:34]%11%10)=[C:16]5[C@@H:25]%11[CH2:33][C:39]%12=[C:44](Br)[C:49]([CH:54]=[CH:58][CH:60]=[CH:57]%13)=[C:53]%13[CH:50]=[CH:45]%12,-2302.76158
7768134,[CH3:3][N:1]([N:4]1[C:8]([CH3:13])=[CH:14][C:11]2=[CH:17][CH:20]=[CH:18][CH:12]=[C:7]12)[C:2]([C:6]3=[C:9](Br)[N:15]=[CH:19][CH:16]=[CH:10]3)=[O:5],-856.3229677
7768135,[O:10]=[C:5]1[N:2]([C@@:4]([C:9]2=[CH:14][CH:18]=[CH:19][O:15]2)([H])[C@@H:8]1[O:13][CH2:17][C:20]3=[CH:21][CH:23]=[CH:25][CH:24]=[CH:22]3)[CH2:1][C:3]4=[C:6](Br)[CH:11]=[CH:16][CH:12]=[CH:7]4,-1103.814145
7768136,[O:10]=[C:5]1[N:2]([C@@:4]([C:9]2=[CH:14][CH:18]=[CH:19][S:15]2)([H])[C@@H:8]1[O:13][CH2:17][C:20]3=[CH:21][CH:23]=[CH:25][CH:24]=[CH:22]3)[CH2:1][C:3]4=[C:6](Br)[CH:11]=[CH:16][CH:12]=[CH:7]4,-1038.779761
7768137,[O:10]=[C:5]1[N:2]([C@@:4]([C:9]2=[C:14](I)[CH:17]=[CH:20][CH:18]=[CH:15]2)([H])[C@@H:8]1[O:13][CH2:16][C:19]3=[CH:21][CH:23]=[CH:25][CH:24]=[CH:22]3)[CH2:1][C:3]4=[CH:6][CH:11]=[CH:12][O:7]4,-1090.01986
7768138,[O:10]=[C:5]1[N:2]([C@@:4]([C:9]2=[C:14](I)[CH:17]=[CH:20][CH:18]=[CH:15]2)([H])[C@@H:8]1[O:13][CH2:16][C:19]3=[CH:21][CH:23]=[CH:25][CH:24]=[CH:22]3)[CH2:1][C:3]4=[CH:6][CH:11]=[CH:12][S:7]4,-1024.983076
7768139,[O:10]=[C:5]1[N:2]([C@H:4]([C:9]2=[C:14](I)[CH:18]=[CH:23][CH:19]=[CH:15]2)[C@@H:8]1[N:13]3[CH2:16][C@H:20]([C:24]4=[CH:25][CH:27]=[CH:29][CH:28]=[CH:26]4)[O:22][C:17]3=[O:21])[CH2:1][C:3]5=[CH:6][CH:11]=[CH:12][O:7]5,-1296.693374
7768140,[O:10]=[C:5]1[N:2]([C@H:4]([C:9]2=[C:14](I)[CH:18]=[CH:23][CH:19]=[CH:15]2)[C@@H:8]1[N:13]3[CH2:16][C@H:20]([C:24]4=[CH:25][CH:27]=[CH:29][CH:28]=[CH:26]4)[O:22][C:17]3=[O:21])[CH2:1][C:3]5=[CH:6][CH:11]=[CH:12][S:7]5,-1231.654129
7768141,[O:10]=[C:5]1[N:2]([C@@:4]([C:9]2=[C:14](I)[CH:19]=[CH:24][CH:20]=[CH:15]2)([H])[C@:8]1([H])[N:13]3[CH2:17][C@@:21]([C:25]4=[CH:26][CH:28]=[CH:30][CH:29]=[CH:27]4)([H])[O:23][C:18]3=[O:22])[CH2:1][C:3]5=[CH:6][CH:11]=[CH:16][CH:12]=[CH:7]5,-1298.904612
7768143,[O:5]=[C:2]([N:4]([CH:9]([CH3:16])[CH3:15])[CH:8]([CH3:14])[CH3:13])[CH2:1][C:3]1=[CH:7][N:12]([CH2:19][CH2:21][CH2:22][C:23]2=[C:24](Br)[CH:26]=[CH:28][CH:27]=[CH:25]2)[C:10]3=[CH:17][CH:20]=[CH:18][CH:11]=[C:6]13,-1168.411149
7768145,I[C:2]([CH2:1][C:3]1([C:5]([O:10][CH3:14])=[O:11])[CH:6]=[CH:12][CH2:15][CH:13]=[CH:7]1)=[C:4]([CH3:9])[CH3:8],-1229.430465
7768146,I[C:2]([CH2:1][C:3]1([C:5]([O:10][CH3:14])=[O:11])[CH:6]=[CH:12][CH2:15][CH:13]=[CH:7]1)=[C:4]([CH3:9])[CH3:8],-942.5170846
7768148,[CH2:14]=[CH:9][CH2:4][C:2]1([C:5](OS(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(=O)=O)=[CH:10][C:15]([CH3:17])([CH3:18])[CH:11]=[C:6]1OS(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(=O)=O)[CH2:1][C:3]2=[CH:7][CH:12]=[CH:16][CH:13]=[CH:8]2,-234.4140723
7768149,[O:7]=[C:2]([O:6][CH3:12])[C:1]([CH2:4][C:10](Br)=[CH2:14])([CH2:5][C:11]#[C:15][C:16]([O:17][CH3:19])=[O:18])[C:3]([O:8][CH3:13])=[O:9],-968.1916593
7768150,[O:9]=[C:6]([O:8][CH3:11])[C:4]#[C:2][CH2:1][O:3][CH2:5][C:7](Br)=[CH2:10],-548.6304269
7768151,Br[C:6]([CH2:3][N:1]([C:4]1=[CH:7][CH:11]=[CH:14][CH:12]=[CH:8]1)[CH2:2][C:5]#[C:9][C:13]([O:15][CH3:17])=[O:16])=[CH2:10],-759.6481337
7768159,[CH3:7][C:4]([CH2:2][O:1][C:3]1=[C:5](I)[CH:9]=[CH:11][CH:10]=[CH:6]1)=[CH2:8],-790.9946145
7768160,[CH3:7][C:4]([CH2:2][O:1][C:3]1=[C:5](I)[CH:9]=[CH:11][CH:10]=[CH:6]1)=[CH2:8],-830.2858208
7768161,[CH3:3][N:1]([C:4]1=[C:7](I)[CH:11]=[CH:13][CH:12]=[CH:8]1)[C:2]([C:5]([CH3:9])=[CH2:10])=[O:6],-884.4188765
7768162,[CH3:3][N:1]([C:4]1=[C:7](I)[CH:11]=[CH:13][CH:12]=[CH:8]1)[C:2]([C:5]([CH3:9])=[CH2:10])=[O:6],-923.7093887
7768163,[O:5]=[S:2]([N:1]([C:4]1=[C:9](I)[CH:15]=[CH:19][CH:16]=[CH:10]1)[CH2:3][C:8]([CH3:13])=[CH2:14])([C:7]2=[CH:11][CH:17]=[C:20]([CH3:21])[CH:18]=[CH:12]2)=[O:6],-1201.619536
7768164,[O:5]=[S:2]([N:1]([C:4]1=[C:9](I)[CH:15]=[CH:19][CH:16]=[CH:10]1)[CH2:3][C:8]([CH3:13])=[CH2:14])([C:7]2=[CH:11][CH:17]=[C:20]([CH3:21])[CH:18]=[CH:12]2)=[O:6],-1240.915448
7768165,I[C:5]1=[C:3]([CH:6]=[CH:9][CH:11]=[CH:8]1)[CH2:1][CH2:2][C:4]#[C:7][CH3:10],-731.1256771
7768168,[O:7]=[C:2]([O:6][CH2:12][CH3:16])[C:1]([CH2:4][C:10](Br)=[CH2:14])([CH2:5][C:11]#[CH:15])[C:3]([O:8][CH2:13][CH3:17])=[O:9],-819.053141
7768185,I[C:4]1=[C:2]([CH:5]=[CH:9][CH:13]=[C:8]1[CH2:12][CH:15]=[CH2:16])[O:1][C@H:3]2[CH2:6][C@@H:10]([OH:14])[CH:11]=[CH:7]2,-962.1901616
7768188,[O:8]=[C:3]([O:7][CH2:13][CH3:17])[C:1]([C:4]([O:9][CH2:14][CH3:18])=[O:10])([CH2:5][C:11](Br)=[CH2:15])[CH2:2][C:6]#[C:12][C:16]1=[CH:19][CH:21]=[CH:23][CH:22]=[CH:20]1,-232.2663
7768189,[CH3:8][C:4]([CH2:2][CH2:1][C:3]1([C:5]([O:10][CH3:14])=[O:11])[C:6](OS(C(F)(F)F)(=O)=O)=[CH:12][CH2:13][CH2:7]1)=[CH2:9],-616.8536285
7768217,[CH2:8]=[C:4]([CH2:7][CH2:11][CH:13]=[CH2:14])[CH2:2][CH2:1][C:3]1=[C:5](I)[CH:9]=[CH:12][CH:10]=[CH:6]1,-542.6914419
7768219,[CH3:5][CH:2]([C:4]([CH2:8][CH2:12][CH:14]=[CH2:15])=[CH2:9])[CH2:1][C:3]1=[C:6](I)[CH:10]=[CH:13][CH:11]=[CH:7]1,-581.9766437
7768220,[CH3:5][CH:2]([C:4]([CH2:8][CH2:13][CH:15]=[CH2:16])=[CH2:9])[CH2:1][C:3]1=[C:6]([CH3:10])[CH:11]=[CH:14][CH:12]=[C:7]1I,-621.2657337
7768221,[CH2:8]=[C:4]([CH:7]([CH3:12])[CH2:11][CH:14]=[CH2:15])[CH2:2][CH2:1][C:3]1=[C:5](I)[CH:9]=[CH:13][CH:10]=[CH:6]1,-581.9772046
7768225,[CH3:8][Si:4]([C:7]([CH3:14])([CH3:15])[CH3:13])([CH3:9])[O:2][CH2:1][C@@H:3]([O:6][C@H:12]([O:18][CH2:20][CH:22]=[CH2:23])[CH:17]=[CH:11]1)[C@H:5]1[O:10][CH2:16][C:19](Br)=[CH2:21],-1021.81677
7768226,[O:5]=[S:2]([N:1]([C@@H:4]([CH:10]=[CH:16][C@@H:20]([O:23][CH2:28][CH:32]=[CH2:33])[O:15]1)[C@H:9]1[CH2:14][O:19][Si:22]([CH3:26])([CH3:27])[C:25]([CH3:30])([CH3:31])[CH3:29])[CH2:3][C:8](Br)=[CH2:13])([C:7]2=[CH:11][CH:17]=[C:21]([CH3:24])[CH:18]=[CH:12]2)=[O:6],-1432.447074
7768227,[O:7]=[C:2]([O:6][CH3:13])[C:1]([CH2:4][C:10](Br)=[CH2:15])([C@@H:5]([CH:12]=[CH:18][C@@H:20]([O:22][CH2:26][CH:30]=[CH2:31])[O:17]1)[C@H:11]1[CH2:16][O:19][Si:21]([CH3:24])([CH3:25])[C:23]([CH3:28])([CH3:29])[CH3:27])[C:3]([O:8][CH3:14])=[O:9],-1441.36843
7768228,[CH3:8][Si:4]([C:7]([CH3:14])([CH3:15])[CH3:13])([CH3:9])[O:2][CH2:1][C@@H:3]([O:6][C@H:12]([O:18][CH2:20]/[CH:22]=[CH:23]/[CH3:24])[CH:17]=[CH:11]1)[C@H:5]1[O:10][CH2:16][C:19](Br)=[CH2:21],-1061.103358
7768229,[CH3:8][Si:4]([C:7]([CH3:14])([CH3:15])[CH3:13])([CH3:9])[O:2][CH2:1][C@@H:3]([O:6][C@H:12]([O:18][CH2:20][CH:22]=[C:23]([CH3:25])[CH3:24])[CH:17]=[CH:11]1)[C@H:5]1[O:10][CH2:16][C:19](Br)=[CH2:21],-1100.397755
7768259,[O:8]=[C:3]([O:7][CH2:13][CH3:17])[C:1]([C:4]([O:9][CH2:14][CH3:18])=[O:10])([CH2:5][C:11](Br)=[CH2:15])[CH2:2][C:6]#[C:12][CH2:16][O:19][CH2:20][C:21]#[C:22][CH3:23],-1088.153706
7768260,[O:8]=[C:3]([O:7][CH2:13][CH3:17])[C:1]([C:4]([O:9][CH2:14][CH3:18])=[O:10])([CH2:5][C:11](Br)=[CH2:15])[CH2:2][C:6]#[C:12][CH:16]([CH3:20])[O:19][CH2:21][CH:22]=[CH2:23],-1089.413465
7768261,[O:8]=[C:3]([O:7][CH2:13][CH3:17])[C:1]([C:4]([O:9][CH2:14][CH3:18])=[O:10])([CH2:5][C:11](Br)=[CH2:15])[CH2:2][C:6]#[C:12][CH:16]([CH2:20][CH3:22])[O:19][CH2:21][CH:23]=[CH2:24],-1128.690063
7768262,[O:8]=[C:3]([O:7][CH2:13][CH3:17])[C:1]([C:4]([O:9][CH2:14][CH3:18])=[O:10])([CH2:5][C:11](Br)=[CH2:15])[CH2:2][C:6]#[C:12][CH:16]([CH:20]([CH3:23])[CH3:22])[O:19][CH2:21][CH:24]=[CH2:25],-1167.978586
7768263,[O:8]=[C:3]([O:7][CH2:13][CH3:17])[C:1]([C:4]([O:9][CH2:14][CH3:18])=[O:10])([CH2:5][C:11](Br)=[CH2:15])[CH2:2][C:6]#[C:12][CH:16]([C:20]1=[CH:22][CH:25]=[CH:28][CH:26]=[CH:23]1)[O:19][CH2:21][CH:24]=[CH2:27],-1280.990943
7768264,[O:8]=[C:3]([O:7][CH2:13][CH3:17])[C:1]([C:4]([O:9][CH2:14][CH3:18])=[O:10])([CH2:5][C:11](Br)=[CH2:15])[CH2:2][C:6]#[C:12][CH:16]([C:20]1=[CH:22][CH:25]=[C:28]([O:29][CH3:30])[CH:26]=[CH:23]1)[O:19][CH2:21][CH:24]=[CH2:27],-1395.433963
7768268,[O:8]=[C:3]([O:7][CH2:13][CH3:17])[C:1]([C:4]([O:9][CH2:14][CH3:18])=[O:10])([CH2:5][C:11](Br)=[CH2:15])[CH2:2][C:6]#[C:12][CH:16]([O:20][CH3:24])[C:19]([CH3:22])([CH3:23])[CH2:21][CH:25]=[CH2:26],-1207.259949
7768273,[O:8]=[C:3]([O:7][CH2:13][CH3:17])[C:1]([C:4]([O:9][CH2:14][CH3:18])=[O:10])([CH2:5][C:11](Br)=[CH2:15])[CH2:2][C:6]#[C:12][C@@H:16]([O:20][CH3:22])[CH2:19][C:21]([CH3:24])([CH3:25])[CH:23]=[CH2:26],-1207.255523
7768280,[O:8]=[C:3]([O:7][CH2:13][CH3:17])[C:1]([C:4]([O:9][CH2:14][CH3:18])=[O:10])([CH2:5][C:11](Br)=[CH2:15])[CH2:2][C:6]#[C:12][C@:16]([C@H:20]1[CH2:22][CH:25]=[CH2:27])([CH2:21][CH2:24][CH2:26][CH2:23]1)[OH:19],-1245.35047
7768281,[O:8]=[C:3]([O:7][CH2:13][CH3:17])[C:1]([C:4]([O:9][CH2:14][CH3:18])=[O:10])([CH2:5][C:11](Br)=[CH2:15])[CH2:2][C:6]#[C:12][C@@:16]([C@@H:20]1[CH2:23][CH:26]=[CH2:28])([CH2:21][CH2:25][CH2:27][CH2:24]1)[O:19][CH3:22],-1284.611492
7768282,[O:8]=[C:3]([O:7][CH2:13][CH3:17])[C:1]([C:4]([O:9][CH2:14][CH3:18])=[O:10])([CH2:5][C:11](Br)=[CH2:15])[CH2:2][C:6]#[C:12][C@:16]([C@@H:20]1[CH2:22][CH:25]=[CH2:27])([CH2:21][CH2:24][CH2:26][CH2:23]1)[OH:19],-1245.352058
7768283,[O:8]=[C:3]([O:7][CH2:13][CH3:17])[C:1]([C:4]([O:9][CH2:14][CH3:18])=[O:10])([CH2:5][C:11](Br)=[CH2:15])[CH2:2][C:6]#[C:12][C@@:16]([C@H:20]1[CH2:23][CH:26]=[CH2:28])([CH2:21][CH2:25][CH2:27][CH2:24]1)[O:19][CH3:22],-1284.62353
7768292,[O:5]=[S:2]([N:1]([C:4]1=[C:9](I)[CH:14]=[CH:19][CH:15]=[CH:10]1)[CH2:3][C:8]#[C:13][CH2:18][N:21]([CH2:23][C:27]#[C:30][CH2:33][N:35]2[CH2:36][CH2:38][CH2:40][CH2:39][CH2:37]2)[S:22](=[O:24])([C:26]3=[CH:28][CH:31]=[CH:34][CH:32]=[CH:29]3)=[O:25])([C:7]4=[CH:11][CH:16]=[CH:20][CH:17]=[CH:12]4)=[O:6],-1683.809862
7768293,[O:5]=[S:2]([N:1]([C:4]1=[C:9](I)[CH:14]=[CH:19][CH:15]=[CH:10]1)[CH2:3][C:8]#[C:13][CH2:18][N:21]([CH2:23][C:27]#[C:30][CH2:33][N:35]([CH2:37][CH3:39])[CH2:36][CH3:38])[S:22](=[O:24])([C:26]2=[CH:28][CH:31]=[CH:34][CH:32]=[CH:29]2)=[O:25])([C:7]3=[CH:11][CH:16]=[CH:20][CH:17]=[CH:12]3)=[O:6],-1645.791694
7768294,[CH3:6][C:3]([N:1]([C:4]1=[C:8](I)[CH:11]=[CH:14][CH:12]=[CH:9]1)[CH2:2][C:5]#[C:10][CH2:13][N:15]([CH2:17][C:21]#[C:24][CH2:27][N:29]2[CH2:30][CH2:32][CH2:33][CH2:31]2)[S:16](=[O:18])([C:20]3=[CH:22][CH:25]=[CH:28][CH:26]=[CH:23]3)=[O:19])=[O:7],-1405.883406
7768299,[CH2:8]=[C:4]([CH2:7][CH2:11][CH2:13][CH:14]=[CH2:15])[CH2:2][CH2:1][C:3]1=[C:5](I)[CH:9]=[CH:12][CH:10]=[CH:6]1,-581.9822123
7768304,[O:7]=[C:2]([O:6][CH2:12][CH3:16])[C:1]([CH2:4][C:10]#[C:14][CH:18]([O:20][CH3:22])[CH2:19][CH2:21][CH2:23][C:24]#[CH:25])([CH2:5][C:11](Br)=[CH2:15])[C:3]([O:8][CH2:13][CH3:17])=[O:9],-1166.714891
7768305,[O:8]=[C:3]([O:7][CH2:13][CH3:17])[C:1]([C:4]([O:9][CH2:14][CH3:18])=[O:10])([CH2:5][C:11](Br)=[CH2:15])[CH2:2][C:6]#[C:12][CH:16]([O:20][CH3:22])[CH2:19][CH2:21][CH2:23][C:24]#[C:25][C:26]([CH2:28][CH3:31])([OH:29])[CH2:27][CH3:30],-1438.313285
7768306,[O:8]=[C:3]([O:7][CH2:13][CH3:17])[C:1]([C:4]([O:9][CH2:14][CH3:18])=[O:10])([CH2:5][C:11](Br)=[CH2:15])[CH2:2][C:6]#[C:12][CH:16]([O:20][CH3:22])[CH2:19][CH2:21][CH2:23][C:24]#[C:25][C:26]([CH3:27])=[O:28],-1319.258616
7768314,[CH3:7][C:4]([CH2:2][O:1][C:3]1=[C:5](I)[CH:9]=[CH:11][CH:10]=[CH:6]1)=[CH2:8],-576.3959861
7768316,[CH3:11][C:6]([CH2:3][N:1]([C:4]1=[C:7](I)[CH:13]=[CH:17][CH:14]=[CH:8]1)[CH2:2][C:5]2=[CH:9][CH:15]=[CH:18][CH:16]=[CH:10]2)=[CH2:12],-826.693963
7768317,[O:5]=[S:2]([N:1]([C:4]1=[C:9](I)[CH:15]=[CH:21][CH:16]=[CH:10]1)[CH2:3][C:8]([C:13]([O:19][CH3:23])=[O:20])=[CH2:14])([C:7]2=[CH:11][CH:17]=[CH:22][CH:18]=[CH:12]2)=[O:6],-1136.164332
7768322,[CH3:8][C:4]([CH2:2][CH2:1][C:3]1([C:5]([O:10][CH3:14])=[O:11])[C:6](OS(C(F)(F)F)(=O)=O)=[CH:12][CH2:13][CH2:7]1)=[CH2:9],-115.6449356
7768324,[CH3:8][C:4]([CH2:2][CH2:1][C:3]1([C:5]([O:10][CH3:14])=[O:11])[C:6](OS(C(F)(F)F)(=O)=O)=[CH:12][CH2:15][CH2:16][CH:13]=[CH:7]1)=[CH2:9],-923.1562292
7768327,[O:3]=[C:1]([C:4]1=[C:7](I)[CH:12]=[CH:15][CH:13]=[CH:8]1)[N:2]([C:6]([CH3:10])=[CH2:11])[CH2:5][CH2:9][CH2:14][CH:16]=[CH2:17],-192.9813626
7768344,[CH3:7][C:4]([CH2:2][O:1][C:3]1=[C:5](I)[CH:9]=[CH:11][CH:10]=[CH:6]1)=[CH2:8],-864.968982
7768345,[CH3:7][C:4]([CH2:2][O:1][C:3]1=[C:5](I)[CH:9]=[CH:11][CH:10]=[CH:6]1)=[CH2:8],-904.2540384
7768346,[CH3:7][C:4]([CH2:2][O:1][C:3]1=[C:5](I)[CH:9]=[CH:11][CH:10]=[CH:6]1)=[CH2:8],-943.5352604
7768347,[O:5]=[S:2]([N:1]([C:4]1=[C:9](I)[CH:15]=[CH:19][CH:16]=[CH:10]1)[CH2:3][C:8]([CH3:13])=[CH2:14])([C:7]2=[CH:11][CH:17]=[C:20]([CH3:21])[CH:18]=[CH:12]2)=[O:6],-289.7273209
7768348,[O:5]=[S:2]([N:1]([C:4]1=[C:9](I)[CH:15]=[CH:19][CH:16]=[CH:10]1)[CH2:3][C:8]([CH3:13])=[CH2:14])([C:7]2=[CH:11][CH:17]=[C:20]([CH3:21])[CH:18]=[CH:12]2)=[O:6],-1314.889394
7768349,[O:5]=[S:2]([N:1]([C:4]1=[C:9](I)[CH:15]=[CH:19][CH:16]=[CH:10]1)[CH2:3][C:8]([CH3:13])=[CH2:14])([C:7]2=[CH:11][CH:17]=[C:20]([CH3:21])[CH:18]=[CH:12]2)=[O:6],-1354.169682
7768350,[CH3:3][N:1]([C:4]1=[C:7](I)[CH:11]=[CH:13][CH:12]=[CH:8]1)[C:2]([C:5]([CH3:9])=[CH2:10])=[O:6],-958.3899149
7768351,[O:7]=[C:3]([C:6]([CH3:12])=[CH2:13])[N:1]([C:4]1=[C:8](I)[CH:14]=[CH:18][CH:15]=[CH:9]1)[CH2:2][C:5]2=[CH:10][CH:16]=[CH:19][CH:17]=[CH:11]2,-1228.545515
